Id;Heure;Debit;Total;Pression
402;15:03:43;329;2278,083406;13
403;15:03:45;329;2287,575421;10
404;15:03:47;329;2297,930345;12
405;15:03:49;329;2306,559449;14
406;15:03:51;329;2316,051463;12
407;15:03:53;329;2326,406388;10
408;15:03:55;329;2335,035492;7
409;15:03:57;329;2344,527506;10
410;15:03:59;330;2354,01952;7
411;15:04:01;330;2362,648624;10
412;15:04:03;330;2373,003548;14
413;15:04:05;330;2382,495563;14
414;15:04:07;330;2391,987577;12
415;15:04:09;329;2401,479591;8
416;15:04:11;330;2410,971605;10
417;15:04:13;331;2419,600709;10
418;15:04:15;331;2429,955634;12
419;15:04:17;331;2439,447648;14
420;15:04:19;331;2448,076752;14
421;15:04:21;329;2458,431676;12
422;15:04:23;328;2467,92369;10
423;15:04:25;329;2477,415705;7
424;15:04:27;330;2486,907719;11
425;15:04:29;331;2496,399733;8
426;15:04:31;330;2505,028837;10
427;15:04:33;329;2515,383761;14
428;15:04:35;329;2524,875776;14
429;15:04:37;328;2533,504879;14
430;15:04:39;330;2543,859804;6
431;15:04:41;330;2553,351818;7
432;15:04:43;330;2561,980922;22
433;15:04:45;331;2572,335846;10
434;15:04:47;329;2581,827861;10
435;15:04:49;329;2590,456965;11
436;15:04:51;330;2600,811889;14
437;15:04:53;332;2610,303903;14
438;15:04:55;333;2619,795917;6
439;15:04:57;332;2628,425021;24
440;15:04:59;332;2638,779946;26
441;15:05:01;331;2647,40905;14
442;15:05:03;332;2657,763974;10
443;15:05:05;332;2667,255988;10
444;15:05:07;334;2676,748003;9
445;15:05:09;334;2686,240017;8
446;15:05:11;334;2695,732031;7
447;15:05:13;332;2704,361135;10
448;15:05:15;331;2714,716059;14
449;15:05:17;331;2725,070984;14
450;15:05:19;333;2733,700088;15
451;15:05:21;333;2744,055012;6
452;15:05:23;333;2753,547027;6
453;15:05:25;331;2762,17613;25
454;15:05:27;330;2772,531055;14
455;15:05:29;331;2782,023069;13
456;15:05:31;331;2790,652173;10
457;15:05:33;332;2801,007098;10
458;15:05:35;332;2810,499112;10
459;15:05:37;331;2819,128216;10
460;15:05:39;330;2829,48314;10
461;15:05:41;330;2838,975154;11
462;15:05:43;330;2848,467168;12
463;15:05:45;332;2858,822093;15
464;15:05:47;333;2868,314107;15
465;15:05:49;332;2876,943211;6
466;15:05:51;330;2886,435225;20
467;15:05:53;331;2896,79015;22
468;15:05:55;331;2905,419254;14
469;15:05:57;333;2915,774178;12
470;15:05:59;334;2926,129103;11
471;15:06:01;333;2934,758207;6
472;15:06:03;332;2944,250221;20
473;15:06:05;333;2954,605145;20
474;15:06:07;333;2963,234249;14
475;15:06:09;335;2973,589174;10
476;15:06:11;336;2983,081188;10
477;15:06:13;335;2992,573202;8
478;15:06:15;334;3002,065216;9
479;15:06:17;335;3011,557231;8
480;15:06:19;335;3021,049245;10
481;15:06:21;336;3031,404169;13
482;15:06:23;337;3040,896184;13
483;15:06:25;335;3049,525287;14
484;15:06:27;335;3059,880212;6
485;15:06:29;335;3069,372226;6
486;15:06:31;335;3078,00133;14
487;15:06:33;336;3088,356254;14
488;15:06:35;337;3098,711179;15
489;15:06:37;334;3107,340283;14
490;15:06:39;334;3117,695207;6
491;15:06:41;333;3127,187222;6
492;15:06:43;333;3135,816325;25
493;15:06:45;334;3146,17125;14
494;15:06:47;334;3156,526175;14
495;15:06:49;333;3165,155278;12
496;15:06:51;332;3175,510203;8
497;15:06:53;332;3185,002217;8
498;15:06:55;333;3193,631321;23
499;15:06:57;334;3203,986246;13
500;15:06:59;335;3214,34117;13
501;15:07:01;333;3222,970274;10
502;15:07:03;333;3233,325199;9
503;15:07:05;333;3242,817213;9
504;15:07:07;333;3251,446317;17
505;15:07:09;335;3261,801241;12
506;15:07:11;335;3272,156166;12
507;15:07:13;334;3280,78527;10
508;15:07:15;333;3291,140194;10
509;15:07:17;334;3300,632208;10
510;15:07:19;334;3309,261312;14
511;15:07:21;335;3319,616237;11
512;15:07:23;335;3329,971161;11
513;15:07:25;335;3338,600265;10
514;15:07:27;335;3348,95519;11
515;15:07:29;335;3358,447204;11
516;15:07:31;335;3367,939218;11
517;15:07:33;336;3377,431232;10
518;15:07:35;334;3387,786157;10
519;15:07:37;334;3396,415261;10
520;15:07:39;333;3406,770185;12
521;15:07:41;334;3416,262199;12
522;15:07:43;334;3425,754214;11
523;15:07:45;335;3435,246228;11
524;15:07:47;336;3445,601152;11
525;15:07:49;336;3454,230256;10
526;15:07:51;336;3464,585181;10
527;15:07:53;336;3474,940105;10
528;15:07:55;337;3483,569209;16
529;15:07:57;336;3493,924134;12
530;15:07:59;335;3503,416148;13
531;15:08:01;335;3512,908162;10
532;15:08:03;336;3523,263087;8
533;15:08:05;336;3532,755101;7
534;15:08:07;337;3541,384205;26
535;15:08:09;337;3551,739129;15
536;15:08:11;336;3562,094054;16
537;15:08:13;336;3570,723158;14
538;15:08:15;336;3581,078082;6
539;15:08:17;337;3590,570096;6
540;15:08:19;336;3600,062111;20
541;15:08:21;336;3609,554125;15
542;15:08:23;335;3619,909049;14
543;15:08:25;336;3629,401064;16
544;15:08:27;336;3638,893078;5
545;15:08:29;336;3648,385092;5
546;15:08:31;335;3657,877106;11
547;15:08:33;335;3668,232031;12
548;15:08:35;335;3677,724045;12
549;15:08:37;335;3687,216059;12
550;15:08:39;335;3697,570984;6
551;15:08:41;335;3707,062998;6
552;15:08:43;336;3715,692102;12
553;15:08:45;336;3726,047026;10
554;15:08:47;336;3736,401951;10
555;15:08:49;336;3745,031055;8
556;15:08:51;336;3754,523069;10
557;15:08:53;335;3764,877993;11
558;15:08:55;334;3773,507097;14
559;15:08:57;334;3783,862022;10
560;15:08:59;334;3794,216946;10
561;15:09:01;334;3802,84605;6
562;15:09:03;335;3813,200975;19
563;15:09:05;335;3822,692989;21
564;15:09:07;335;3831,322093;16
565;15:09:09;335;3841,677017;12
566;15:09:11;335;3852,031942;12
567;15:09:13;335;3860,661046;5
568;15:09:15;335;3871,01597;26
569;15:09:17;335;3880,507984;24
570;15:09:19;335;3889,137088;14
571;15:09:21;335;3900,354923;16
572;15:09:23;335;3909,846937;16
573;15:09:25;335;3919,338952;5
574;15:09:27;336;3928,830966;14
575;15:09:29;336;3938,32298;12
576;15:09:31;336;3947,814994;11
577;15:09:33;336;3957,307008;14
578;15:09:35;335;3967,661933;12
579;15:09:37;336;3976,291037;9
580;15:09:39;336;3986,645961;10
581;15:09:41;336;3996,137976;12
582;15:09:43;336;4005,62999;10
583;15:09:45;336;4015,984914;8
584;15:09:47;336;4025,476929;7
585;15:09:49;335;4034,106032;22
586;15:09:51;335;4044,460957;16
587;15:09:53;335;4053,952971;16
588;15:09:55;335;4063,444985;14
589;15:09:57;335;4073,79991;6
590;15:09:59;335;4083,291924;5
591;15:10:01;334;4091,921028;18
592;15:10:03;335;4102,275952;14
593;15:10:05;334;4111,767967;13
594;15:10:07;334;4121,259981;14
595;15:10:09;333;4131,614905;4
596;15:10:11;333;4140,244009;5
597;15:10:13;333;4149,736023;10
598;15:10:15;332;4160,090948;11
599;15:10:17;333;4169,582962;10
600;15:10:19;333;4179,074976;8
601;15:10:21;333;4188,566991;9
602;15:10:23;333;4198,059005;10
603;15:10:25;333;4207,551019;16
604;15:10:27;333;4217,905944;10
605;15:10:29;335;4227,397958;10
606;15:10:31;335;4236,889972;5
607;15:10:33;335;4246,381986;25
608;15:10:35;335;4255,874;25
609;15:10:37;335;4265,366015;13
610;15:10:39;336;4275,720939;16
611;15:10:41;337;4285,212953;16
612;15:10:43;336;4294,704967;5
613;15:10:45;336;4304,196982;11
614;15:10:47;335;4313,688996;10
615;15:10:49;336;4323,18101;10
616;15:10:51;335;4333,535935;9
617;15:10:53;335;4343,027949;8
618;15:10:55;334;4351,657053;20
619;15:10:57;333;4362,011977;16
620;15:10:59;333;4372,366902;16
621;15:11:01;332;4380,996006;14
622;15:11:03;332;4391,35093;4
623;15:11:05;333;4400,842944;4
624;15:11:07;333;4409,472048;12
625;15:11:09;332;4419,826973;12
626;15:11:11;332;4430,181897;10
627;15:11:13;332;4438,811001;10
628;15:11:15;333;4449,165926;6
629;15:11:17;332;4458,65794;9
630;15:11:19;332;4467,287044;15
631;15:11:21;332;4477,641968;10
632;15:11:23;333;4487,996893;10
633;15:11:25;332;4496,625997;5
634;15:11:27;333;4506,118011;25
635;15:11:29;334;4516,472935;24
636;15:11:31;334;4525,102039;12
637;15:11:33;334;4535,456964;16
638;15:11:35;334;4545,811888;15
639;15:11:37;334;4554,440992;5
640;15:11:39;332;4563,933006;10
641;15:11:41;333;4573,425021;10
642;15:11:43;333;4582,917035;10
643;15:11:45;333;4593,271959;8
644;15:11:47;333;4602,763974;7
645;15:11:49;332;4611,393077;22
646;15:11:51;333;4621,748002;16
647;15:11:53;334;4631,240016;16
648;15:11:55;333;4640,73203;15
649;15:11:57;335;4651,086955;4
650;15:11:59;332;4659,716059;4
651;15:12:01;333;4669,208073;10
652;15:12:03;334;4679,562998;10
653;15:12:05;334;4689,055012;10
654;15:12:07;335;4698,547026;7
655;15:12:09;332;4708,03904;10
656;15:12:11;334;4717,531054;15
657;15:12:13;335;4727,023068;16
658;15:12:15;335;4737,377993;13
659;15:12:17;336;4746,870007;14
660;15:12:19;334;4755,499111;4
661;15:12:21;336;4764,991125;14
662;15:12:23;337;4775,34605;11
663;15:12:25;336;4784,838064;10
664;15:12:27;336;4794,330078;9
665;15:12:29;334;4804,685003;7
666;15:12:31;336;4813,314107;22
667;15:12:33;336;4823,669031;16
668;15:12:35;336;4833,161045;16
669;15:12:37;335;4842,65306;15
670;15:12:39;333;4852,145074;4
671;15:12:41;334;4861,637088;4
672;15:12:43;334;4871,129102;12
673;15:12:45;335;4881,484027;10
674;15:12:47;333;4890,976041;10
675;15:12:49;331;4900,468055;5
676;15:12:51;333;4909,960069;25
677;15:12:53;333;4920,314994;18
678;15:12:55;333;4928,944098;10
679;15:12:57;331;4939,299022;12
680;15:12:59;332;4948,791036;10
681;15:13:01;334;4958,283051;15
682;15:13:03;333;4967,775065;16
683;15:13:05;333;4978,129989;17
684;15:13:07;332;4986,759093;16
685;15:13:09;333;4997,114018;4
686;15:13:11;335;5006,606032;4
687;15:13:13;335;5015,235136;11
688;15:13:15;334;5026,452971;10
689;15:13:17;332;5035,944985;10
690;15:13:19;334;5045,436999;5
691;15:13:21;335;5054,929013;24
692;15:13:23;335;5064,421028;17
693;15:13:25;333;5073,913042;10
694;15:13:27;332;5084,267966;10
695;15:13:29;334;5093,759981;8
696;15:13:31;333;5102,389084;21
697;15:13:33;333;5112,744009;16
698;15:13:35;332;5123,098933;14
699;15:13:37;333;5131,728037;14
700;15:13:39;334;5142,082962;4
701;15:13:41;334;5151,574976;6
702;15:13:43;334;5160,20408;15
703;15:13:45;332;5170,559004;10
704;15:13:47;334;5180,913929;12
705;15:13:49;335;5189,543033;4
706;15:13:51;335;5199,035047;14
707;15:13:53;334;5209,389972;12
708;15:13:55;332;5218,019075;10
709;15:13:57;334;5228,374;8
710;15:13:59;334;5237,866014;6
711;15:14:01;335;5246,495118;24
712;15:14:03;334;5256,850043;15
713;15:14:05;333;5266,342057;12
714;15:14:07;334;5275,834071;12
715;15:14:09;333;5285,326085;5
716;15:14:11;333;5294,818099;8
717;15:14:13;332;5304,310114;16
718;15:14:15;333;5314,665038;10
719;15:14:17;334;5324,157052;12
720;15:14:19;334;5332,786156;4
721;15:14:21;332;5342,27817;13
722;15:14:23;331;5352,633095;10
723;15:14:25;332;5361,262199;10
724;15:14:27;333;5371,617123;7
725;15:14:29;333;5381,109137;6
726;15:14:31;332;5390,601152;18
727;15:14:33;331;5400,093166;12
728;15:14:35;333;5410,44809;10
729;15:14:37;334;5419,077194;8
730;15:14:39;333;5428,569208;11
731;15:14:41;332;5438,924133;18
732;15:14:43;332;5447,553237;14
733;15:14:45;332;5457,908161;15
734;15:14:47;333;5468,263086;14
735;15:14:49;331;5476,89219;8
736;15:14:51;330;5486,384204;13
737;15:14:53;333;5496,739129;16
738;15:14:55;334;5505,368232;14
739;15:14:57;334;5515,723157;4
740;15:14:59;333;5525,215171;4
741;15:15:01;332;5533,844275;12
742;15:15:03;334;5544,1992;10
743;15:15:05;334;5554,554124;10
744;15:15:07;334;5563,183228;4
745;15:15:09;333;5572,675242;16
746;15:15:11;335;5583,030167;12
747;15:15:13;336;5591,65927;10
748;15:15:15;336;5602,014195;7
749;15:15:17;335;5611,506209;6
750;15:15:19;334;5620,135313;17
751;15:15:21;336;5630,490238;11
752;15:15:23;337;5640,845162;10
753;15:15:25;335;5649,474266;7
754;15:15:27;336;5658,96628;16
755;15:15:29;337;5669,321205;24
756;15:15:31;338;5677,950309;10
757;15:15:33;339;5688,305233;13
758;15:15:35;338;5697,797247;10
759;15:15:37;337;5706,426351;16
760;15:15:39;338;5716,781276;17
761;15:15:41;338;5727,1362;14
762;15:15:43;337;5735,765304;12
763;15:15:45;335;5746,120229;6
764;15:15:47;336;5755,612243;12
765;15:15:49;337;5764,241347;16
766;15:15:51;337;5774,596271;14
767;15:15:53;336;5784,951196;14
768;15:15:55;335;5793,5803;9
769;15:15:57;336;5803,072314;15
770;15:15:59;336;5813,427238;17
771;15:16:01;333;5822,056342;14
772;15:16:03;332;5832,411267;4
773;15:16:05;332;5841,903281;6
774;15:16:07;332;5851,395295;17
775;15:16:09;332;5861,75022;13
776;15:16:11;330;5872,105144;14
777;15:16:13;330;5880,734248;6
778;15:16:15;331;5890,226262;12
779;15:16:17;333;5899,718277;16
780;15:16:19;331;5909,210291;14
781;15:16:21;331;5919,565215;4
782;15:16:23;331;5928,194319;5
783;15:16:25;332;5937,686333;14
784;15:16:27;332;5948,041258;10
785;15:16:29;330;5957,533272;12
786;15:16:31;330;5966,162376;4
787;15:16:33;331;5975,65439;12
788;15:16:35;333;5986,009315;12
789;15:16:37;331;5994,638419;11
790;15:16:39;331;6004,993343;6
791;15:16:41;332;6014,485357;4
792;15:16:43;333;6023,114461;11
