Id ;Heure;Debit;Total;Pression;Densite
473;10:40:18;329,5;14441;56;
474;10:40:28;336,5;14497;56;
475;10:40:38;336,5;14553;56;
476;10:40:48;336,5;14609;56;
477;10:40:58;336,5;14665;56;
478;10:41:08;336,5;14722;56;
479;10:41:18;336,5;14772;56;
480;10:41:28;340;14829;56;
481;10:41:38;336,5;14885;56;
482;10:41:48;336,5;14941;56;
483;10:41:58;336,5;14997;56;
484;10:42:08;336,5;15054;56;
485;10:42:18;340;15110;56;
486;10:42:28;336,5;8;56;
487;10:42:38;333;64;56;
488;10:42:48;333;120;54;
489;10:42:58;333;177;53;
490;10:43:08;336,5;233;53;
491;10:43:18;333;289;53;
492;10:43:28;333;345;53;
493;10:43:38;336,5;402;53;
494;10:43:48;340;458;54;
495;10:43:58;336,5;514;54;
496;10:44:08;336,5;570;53;
497;10:44:18;336,5;626;53;
498;10:44:28;336,5;682;54;
499;10:44:38;340;739;53;
500;10:44:48;340;795;54;
501;10:44:58;340;851;54;
502;10:45:08;336,5;907;54;
503;10:45:18;340;963;54;
504;10:45:28;340;1019;54;
505;10:45:38;336,5;1075;54;
506;10:45:48;333;1131;54;
507;10:45:58;336,5;1187;54;
508;10:46:08;336,5;1243;54;
509;10:46:18;333;1299;54;
510;10:46:28;333;1354;54;
511;10:46:38;333;1410;54;
512;10:46:48;333;1466;54;
513;10:46:58;333;1522;54;
514;10:47:08;329,5;1572;54;
515;10:47:18;329,5;1628;54;
516;10:47:28;322,5;1684;54;
517;10:47:38;326;1739;54;
518;10:47:48;322,5;1795;54;
519;10:47:58;322,5;1851;54;
520;10:48:08;319;1907;54;
521;10:48:18;322,5;1962;54;
522;10:48:28;322,5;2018;54;
523;10:48:38;326;2074;54;
524;10:48:48;326;2129;54;
525;10:48:58;326;2185;54;
526;10:49:08;329,5;2240;54;
527;10:49:18;326;2296;54;
528;10:49:28;333;2351;54;
529;10:49:38;333;2407;54;
530;10:49:48;336,5;2462;54;
531;10:49:58;336,5;2518;54;
532;10:50:08;340;2573;54;
533;10:50:18;336,5;2628;54;
534;10:50:28;340;2684;54;
535;10:50:38;336,5;2739;54;
