Id;Heure;Debit;Total;Pression
99;08:33:57;0;0;0
100;08:34:07;0;0;0
101;08:34:17;0;0;0
102;08:34:27;0;0;0
103;08:34:37;0;0;0
104;08:34:47;0;0;0
105;08:34:57;0;0;0
106;08:35:07;0;0;0
107;08:35:17;0;0;0
108;08:35:27;0;0;0
109;08:35:37;0;0;0
110;08:35:47;0;0;0
111;08:35:57;0;0;0
112;08:36:07;0;0;0
113;08:36:17;0;0;0
114;08:36:27;0;0;0
115;08:36:37;0;0;0
116;08:36:47;0;0;0
117;08:36:57;0;0;0
118;08:37:07;0;0;0
119;08:37:17;0;0;0
120;08:37:27;0;0;0
121;08:37:37;0;0;0
122;08:37:47;0;0;0
123;08:37:57;0;0;0
124;08:38:07;0;0;0
125;08:38:17;0;0;0
126;08:38:27;0;0;0
127;08:38:37;0;0;0
128;08:38:47;0;0;0
129;08:38:57;4;0;0
130;08:39:07;4;0;0
131;08:39:17;4;0;0
132;08:39:27;4;0;0
133;08:39:37;4;0;0
134;08:39:47;4;0;0
135;08:39:57;4;0;0
136;08:40:07;4;0;0
137;08:40:17;4;0;0
138;08:40:27;4;0;0
139;08:40:37;4;0;0
140;08:40:47;4;0;0
141;08:40:57;4;0;0
142;08:41:07;4;0;0
143;08:41:17;4;0;0
144;08:41:27;4;0;0
145;08:41:37;4;0;0
146;08:41:47;4;0;0
147;08:41:57;4;0;0
148;08:42:07;4;0;0
149;08:42:17;4;0;0
150;08:42:27;4;4;0
151;08:42:37;0;8;0
152;08:42:47;0;8;0
153;08:42:57;0;8;0
154;08:43:07;0;8;0
155;08:43:17;0;8;0
156;08:43:27;0;8;0
157;08:43:37;0;8;0
158;08:43:47;0;8;0
159;08:43:57;0;8;0
160;08:44:07;0;8;0
161;08:44:17;0;8;0
162;08:44:27;0;8;0
163;08:44:37;0;8;0
164;08:44:47;0;8;0
165;08:44:57;0;8;0
166;08:45:07;0;8;0
167;08:45:17;0;8;0
168;08:45:27;0;8;0
169;08:45:37;0;8;0
170;08:45:47;0;8;0
171;08:45:57;0;8;0
172;08:46:07;0;8;0
173;08:46:17;0;8;0
174;08:46:27;0;8;0
175;08:46:37;0;8;0
176;08:46:47;0;8;0
177;08:46:57;0;8;0
178;08:47:07;0;8;0
179;08:47:17;0;8;0
180;08:47:27;0;8;0
181;08:47:37;0;8;0
182;08:47:47;0;8;0
183;08:47:57;0;8;0
184;08:48:07;0;8;0
185;08:48:17;0;8;0
186;08:48:27;0;8;0
187;08:48:37;0;8;0
188;08:48:47;0;8;0
189;08:48:57;0;8;0
190;08:49:07;0;8;0
191;08:49:17;0;8;0
192;08:49:27;0;8;0
193;08:49:37;0;8;0
194;08:49:47;0;8;0
195;08:49:57;0;8;0
196;08:50:07;0;8;0
197;08:50:17;0;8;0
198;08:50:27;0;8;0
199;08:50:37;0;8;0
200;08:50:47;0;8;0
201;08:50:57;0;8;0
202;08:51:07;0;8;0
203;08:51:17;0;8;0
204;08:51:27;0;8;0
205;08:51:37;0;8;0
206;08:51:47;0;8;0
207;08:51:57;0;8;0
208;08:52:07;0;8;0
209;08:52:17;0;8;0
210;08:52:27;0;8;0
211;08:52:37;0;8;0
212;08:52:47;0;8;0
213;08:52:57;0;8;0
214;08:53:07;0;8;0
215;08:53:17;0;8;0
216;08:53:27;0;8;0
217;08:53:37;0;8;0
218;08:53:47;0;8;0
219;08:53:57;0;8;0
220;08:54:07;0;8;0
221;08:54:17;0;8;0
222;08:54:27;0;8;0
223;08:54:37;0;8;0
224;08:54:47;0;8;0
225;08:54:57;0;8;0
226;08:55:07;0;8;0
227;08:55:17;0;8;0
228;08:55:27;0;8;0
229;08:55:37;0;8;0
230;08:55:47;0;8;0
231;08:55:57;0;8;0
232;08:56:07;0;8;0
233;08:56:17;0;8;0
234;08:56:27;0;8;0
235;08:56:37;0;8;0
236;08:56:47;0;8;0
237;08:56:57;0;8;0
238;08:57:07;0;8;0
239;08:57:17;0;8;0
240;08:57:27;0;8;0
241;08:57:37;0;8;0
242;08:57:47;0;8;0
243;08:57:57;0;8;0
244;08:58:07;0;8;0
245;08:58:17;0;8;0
246;08:58:27;0;8;0
247;08:58:37;0;8;0
248;08:58:47;0;8;0
249;08:58:57;0;8;0
250;08:59:07;0;8;0
251;08:59:17;0;8;0
252;08:59:27;0;8;0
253;08:59:37;0;8;0
254;08:59:47;0;8;0
255;08:59:57;0;8;0
256;09:00:07;0;8;0
257;09:00:17;0;8;0
258;09:00:27;0;8;0
259;09:00:37;0;8;0
260;09:00:47;0;8;0
261;09:00:57;0;8;0
262;09:01:07;0;8;0
263;09:01:17;0;8;0
264;09:01:27;0;8;0
265;09:01:37;0;8;0
266;09:01:47;0;8;0
267;09:01:57;0;8;0
268;09:02:07;0;8;0
269;09:02:17;0;8;0
270;09:02:27;0;8;0
271;09:02:37;0;8;0
272;09:02:47;0;8;0
273;09:02:57;0;8;0
274;09:03:07;0;8;0
275;09:03:17;0;8;0
276;09:03:27;0;8;0
277;09:03:37;0;8;0
278;09:03:47;0;8;0
279;09:03:57;0;8;0
280;09:04:07;0;8;0
281;09:04:17;0;8;0
282;09:04:27;0;8;0
283;09:04:37;0;8;0
284;09:04:47;0;8;0
285;09:04:57;0;8;0
286;09:05:07;0;8;0
287;09:05:17;0;8;0
288;09:05:27;0;8;0
289;09:05:37;0;8;0
290;09:05:47;0;8;0
291;09:05:57;0;8;0
292;09:06:07;0;8;0
293;09:06:17;0;8;0
294;09:06:27;0;8;0
295;09:06:37;0;8;0
296;09:06:47;0;8;0
297;09:06:57;0;8;0
298;09:07:07;0;8;0
299;09:07:17;0;8;0
300;09:07:27;0;8;0
301;09:07:37;0;8;0
302;09:07:47;0;8;0
303;09:07:57;0;8;0
304;09:08:07;0;8;0
305;09:08:17;0;8;0
306;09:08:27;0;8;0
307;09:08:37;0;8;0
308;09:08:47;0;8;0
309;09:08:57;0;8;0
310;09:09:07;0;8;0
311;09:09:17;0;8;0
312;09:09:27;0;8;0
313;09:09:37;8;8;0
314;09:09:47;17;8;0
315;09:09:57;26;8;0
316;09:10:07;35;8;0
317;09:10:17;46;8;0
318;09:10:27;57;8;0
319;09:10:37;68;8;1
320;09:10:47;68;8;1
321;09:10:57;68;8;1
322;09:11:07;68;8;1
323;09:11:17;68;8;2
324;09:11:27;69;8;2
325;09:11:37;69;8;2
326;09:11:47;69;8;3
327;09:11:57;69;8;3
328;09:12:07;69;8;3
329;09:12:17;69;8;3
330;09:12:27;69;8;3
331;09:12:37;69;8;4
332;09:12:47;69;14;5
333;09:12:57;69;14;5
334;09:13:07;69;31;6
335;09:13:17;61;61;6
336;09:13:27;52;94;7
337;09:13:37;43;127;8
338;09:13:47;34;166;9
339;09:13:57;27;207;10
340;09:14:07;16;248;11
341;09:14:17;5;266;12
342;09:14:27;5;266;13
343;09:14:37;5;266;14
344;09:14:47;5;266;16
345;09:14:57;5;268;17
346;09:15:07;4;268;16
347;09:15:17;4;268;15
348;09:15:27;4;268;15
349;09:15:37;4;268;14
350;09:15:47;10;268;13
351;09:15:57;10;269;12
352;09:16:07;10;269;11
353;09:16:17;10;269;10
354;09:16:27;15;269;8
355;09:16:37;15;269;7
356;09:16:47;17;269;5
357;09:16:57;17;269;4
358;09:17:07;17;269;6
359;09:17:17;17;269;8
360;09:17:27;17;283;9
361;09:17:37;19;287;9
362;09:17:47;31;287;9
363;09:17:57;43;287;9
364;09:18:07;56;287;9
365;09:18:17;69;287;9
366;09:18:27;81;287;10
367;09:18:37;94;287;10
368;09:18:47;107;287;10
369;09:18:57;124;287;10
370;09:19:07;143;287;11
371;09:19:17;161;297;11
372;09:19:27;171;0;11
373;09:19:37;190;0;8
374;09:19:47;210;0;5
375;09:19:57;230;11;3
376;09:20:07;246;21;3
377;09:20:17;270;24;3
378;09:20:27;293;30;4
379;09:20:37;318;30;4
380;09:20:47;345;0;5
381;09:20:57;372;2;5
382;09:21:07;399;9;5
383;09:21:17;421;48;5
384;09:21:27;437;93;5
385;09:21:37;452;138;6
386;09:21:47;470;184;6
387;09:21:57;489;231;6
388;09:22:07;510;279;6
389;09:22:17;530;326;6
390;09:22:27;551;384;7
391;09:22:37;570;449;7
392;09:22:47;586;519;7
393;09:22:57;576;586;7
394;09:23:07;559;656;8
395;09:23:17;540;722;8
396;09:23:27;520;794;8
397;09:23:37;500;873;8
398;09:23:47;479;956;8
399;09:23:57;455;1045;9
400;09:24:07;431;1136;9
401;09:24:17;406;1233;8
402;09:24:27;379;1332;8
403;09:24:37;352;1434;8
404;09:24:47;324;1535;8
405;09:24:57;297;1633;8
406;09:25:07;269;1736;7
407;09:25:17;241;1843;7
408;09:25:27;210;1959;7
409;09:25:37;179;2077;6
410;09:25:47;146;2200;6
411;09:25:57;112;2325;6
412;09:26:07;78;2451;5
413;09:26:17;43;2584;5
414;09:26:27;7;2679;4
415;09:26:37;0;2682;4
416;09:26:47;0;2682;4
417;09:26:57;0;2682;4
418;09:27:07;0;2682;4
419;09:27:17;0;2682;4
420;09:27:27;0;0;4
421;09:27:37;0;0;4
422;09:27:47;0;0;4
423;09:27:57;0;0;4
424;09:28:07;0;0;4
425;09:28:17;0;0;4
426;09:28:27;0;0;4
427;09:28:37;0;0;4
428;09:28:47;0;0;4
429;09:28:57;0;0;4
430;09:29:07;0;0;4
431;09:29:17;0;0;4
432;09:29:27;0;0;4
433;09:29:37;0;0;4
434;09:29:47;0;0;4
435;09:29:57;0;0;4
436;09:30:07;0;0;4
437;09:30:17;0;0;4
438;09:30:27;0;0;4
439;09:30:37;0;0;4
440;09:30:47;0;0;4
441;09:30:57;0;0;4
442;09:31:07;0;0;4
443;09:31:17;0;0;4
444;09:31:27;0;0;4
445;09:31:37;0;0;4
446;09:31:47;0;0;4
447;09:31:57;18;0;4
448;09:32:07;41;0;4
449;09:32:17;66;0;4
450;09:32:27;91;0;4
451;09:32:37;119;0;4
452;09:32:47;147;0;4
453;09:32:57;176;0;4
454;09:33:07;207;0;4
455;09:33:17;237;0;4
456;09:33:27;268;0;4
457;09:33:37;299;0;4
458;09:33:47;330;0;5
459;09:33:57;362;0;5
460;09:34:07;394;0;6
461;09:34:17;426;0;6
462;09:34:27;457;0;6
463;09:34:37;489;0;7
464;09:34:47;521;0;7
465;09:34:57;553;0;8
466;09:35:07;585;0;8
467;09:35:17;617;0;8
468;09:35:27;649;43;9
469;09:35:37;663;122;9
470;09:35:47;671;209;9
471;09:35:57;678;301;10
472;09:36:07;685;398;10
473;09:36:17;689;503;10
474;09:36:27;693;607;10
475;09:36:37;695;712;10
476;09:36:47;697;827;10
477;09:36:57;698;938;10
478;09:37:07;699;1054;10
479;09:37:17;699;1167;10
480;09:37:27;700;1286;10
481;09:37:37;700;1401;10
482;09:37:47;700;1519;10
483;09:37:57;700;1635;11
484;09:38:07;695;1753;11
485;09:38:17;663;1866;11
486;09:38:27;631;1981;11
487;09:38:37;600;2100;11
488;09:38:47;568;2216;11
489;09:38:57;536;2335;11
490;09:39:07;504;2451;11
491;09:39:17;491;2569;10
492;09:39:27;484;2686;10
493;09:39:37;481;2804;10
494;09:39:47;479;2920;10
495;09:39:57;479;3033;9
496;09:40:07;480;3151;9
497;09:40:17;482;3267;8
498;09:40:27;486;3385;8
499;09:40:37;488;3501;8
500;09:40:47;493;3617;8
501;09:40:57;498;3735;8
502;09:41:07;503;3850;8
503;09:41:17;508;3969;8
504;09:41:27;513;4084;8
505;09:41:37;518;4192;8
506;09:41:47;528;4236;8
507;09:41:57;565;0;9
508;09:42:07;601;0;9
509;09:42:17;639;0;9
510;09:42:27;675;0;10
511;09:42:37;712;0;10
512;09:42:47;749;30;11
513;09:42:57;767;114;11
514;09:43:07;780;216;12
515;09:43:17;788;324;12
516;09:43:27;794;437;12
517;09:43:37;800;557;12
518;09:43:47;804;679;12
519;09:43:57;807;807;12
520;09:44:07;809;937;12
521;09:44:17;812;1071;13
522;09:44:27;813;1206;13
523;09:44:37;813;1342;13
524;09:44:47;814;1477;13
525;09:44:57;814;1606;13
526;09:45:07;815;1743;13
527;09:45:17;815;1878;13
528;09:45:27;816;2015;13
529;09:45:37;816;2150;13
530;09:45:47;816;2284;13
531;09:45:57;816;2422;13
532;09:46:07;817;2557;13
533;09:46:17;817;2695;13
534;09:46:27;817;2829;13
535;09:46:37;817;2959;13
536;09:46:47;818;3098;14
537;09:46:57;818;3232;14
538;09:47:07;818;3371;14
539;09:47:17;818;3506;14
540;09:47:27;818;3644;14
541;09:47:37;818;3779;14
542;09:47:47;818;3917;14
543;09:47:57;818;4053;14
544;09:48:07;818;4191;14
545;09:48:17;818;4322;14
546;09:48:27;818;4458;14
547;09:48:37;818;4596;14
548;09:48:47;818;4731;14
549;09:48:57;818;4870;14
550;09:49:07;818;5006;14
551;09:49:17;818;5144;14
552;09:49:27;818;5280;14
553;09:49:37;818;5418;13
554;09:49:47;818;5554;13
555;09:49:57;818;5685;13
556;09:50:07;818;5823;13
557;09:50:17;818;5959;13
558;09:50:27;818;6097;13
559;09:50:37;818;6233;12
560;09:50:47;818;6368;12
561;09:50:57;819;6507;13
562;09:51:07;819;6642;13
563;09:51:17;819;6780;13
564;09:51:27;819;6915;13
565;09:51:37;819;7046;13
566;09:51:47;819;7185;13
567;09:51:57;819;7320;13
568;09:52:07;819;7459;13
569;09:52:17;818;7594;13
570;09:52:27;818;7733;13
571;09:52:37;818;7868;14
572;09:52:47;818;8006;14
573;09:52:57;818;8141;14
574;09:53:07;818;8280;14
575;09:53:17;818;8411;14
576;09:53:27;818;8547;14
577;09:53:37;817;8686;13
578;09:53:47;817;8822;14
579;09:53:57;817;8961;14
580;09:54:07;816;9097;14
581;09:54:17;816;9236;14
582;09:54:27;815;9372;15
583;09:54:37;815;9511;15
584;09:54:47;815;9647;15
585;09:54:57;814;9778;15
586;09:55:07;814;9916;15
587;09:55:17;814;10052;15
588;09:55:27;814;10190;15
589;09:55:37;814;10326;15
590;09:55:47;814;10461;14
591;09:55:57;814;10599;15
592;09:56:07;813;10734;15
593;09:56:17;813;10873;16
594;09:56:27;813;11007;15
595;09:56:37;813;11137;14
596;09:56:47;814;11276;14
597;09:56:57;813;11410;14
598;09:57:07;813;11548;15
599;09:57:17;812;11683;15
600;09:57:27;811;11821;15
601;09:57:37;810;11955;15
602;09:57:47;810;12093;16
603;09:57:57;809;12227;16
604;09:58:07;809;12365;16
605;09:58:17;808;12495;16
606;09:58:27;808;12630;15
607;09:58:37;807;12768;15
608;09:58:47;806;12902;15
609;09:58:57;806;13040;15
610;09:59:07;805;13174;15
611;09:59:17;805;13312;15
612;09:59:27;804;13447;15
613;09:59:37;804;13581;15
614;09:59:47;803;13719;15
615;09:59:57;802;13850;15
616;10:00:07;801;13987;14
617;10:00:17;801;14122;13
618;10:00:27;800;14256;14
619;10:00:37;799;14393;15
620;10:00:47;799;14525;15
621;10:00:57;799;14661;16
622;10:01:07;800;14793;16
623;10:01:17;800;14929;16
624;10:01:27;800;15061;17
625;10:01:37;800;15189;17
626;10:01:47;800;15325;18
627;10:01:57;800;15457;17
628;10:02:07;800;15593;16
629;10:02:17;801;15725;15
630;10:02:27;801;15861;15
631;10:02:37;801;15993;16
632;10:02:47;801;16129;16
633;10:02:57;801;16262;15
634;10:03:07;801;16396;14
635;10:03:17;801;16524;14
636;10:03:27;801;16656;13
637;10:03:37;802;16791;13
638;10:03:47;802;16924;12
639;10:03:57;802;17059;12
640;10:04:07;802;17191;12
641;10:04:17;802;17326;11
642;10:04:27;802;17459;11
643;10:04:37;802;17591;11
644;10:04:47;802;17728;11
645;10:04:57;802;17856;11
646;10:05:07;803;17991;10
647;10:05:17;803;18125;10
648;10:05:27;803;18257;10
649;10:05:37;803;18394;10
650;10:05:47;803;18526;10
651;10:05:57;803;18662;10
652;10:06:07;802;18795;11
653;10:06:17;802;18931;11
654;10:06:27;803;19063;11
655;10:06:37;803;19192;10
656;10:06:47;803;19328;11
657;10:06:57;803;19461;10
658;10:07:07;803;19597;10
659;10:07:17;802;19730;10
660;10:07:27;802;19866;10
661;10:07:37;798;19999;12
662;10:07:47;787;20134;13
663;10:07:57;764;20268;13
664;10:08:07;727;20403;14
665;10:08:17;691;20532;14
666;10:08:27;654;20665;14
667;10:08:37;618;20801;12
668;10:08:47;581;20934;13
669;10:08:57;544;21069;13
670;10:09:07;508;21203;13
671;10:09:17;471;21338;13
672;10:09:27;434;21471;13
673;10:09:37;398;21604;13
674;10:09:47;362;21740;13
675;10:09:57;325;21869;13
676;10:10:07;289;22004;12
677;10:10:17;252;22138;10
678;10:10:27;216;22270;10
679;10:10:37;179;22406;9
680;10:10:47;143;22538;9
681;10:10:57;107;22674;10
682;10:11:07;70;22797;10
683;10:11:17;38;22904;9
684;10:11:27;12;22983;9
685;10:11:37;0;22983;9
686;10:11:47;0;22983;9
687;10:11:57;0;22983;8
688;10:12:07;0;22983;8
689;10:12:17;0;22983;8
690;10:12:27;0;22983;8
691;10:12:37;0;22983;8
692;10:12:47;0;22983;8
693;10:12:57;0;22983;8
694;10:13:07;0;22983;8
695;10:13:17;0;22983;8
696;10:13:27;0;22983;8
697;10:13:37;0;22983;8
698;10:13:47;0;22983;8
699;10:13:57;0;22983;8
700;10:14:07;0;22983;8
701;10:14:17;0;22983;8
702;10:14:27;0;22983;8
703;10:14:37;0;22983;8
704;10:14:47;0;22983;8
705;10:14:57;0;22983;8
706;10:15:07;0;22983;8
707;10:15:17;0;22983;8
708;10:15:27;0;22983;8
709;10:15:37;0;22983;8
710;10:15:47;0;22983;8
711;10:15:57;0;22983;8
712;10:16:07;0;22983;8
713;10:16:17;0;22983;8
714;10:16:27;0;22983;8
715;10:16:37;0;22983;8
716;10:16:47;0;22983;8
717;10:16:57;0;22983;8
718;10:17:07;0;22983;8
719;10:17:17;0;22983;8
720;10:17:27;0;22983;8
721;10:17:37;0;22983;8
722;10:17:47;0;22983;8
723;10:17:57;0;22983;8
724;10:18:07;0;22983;8
725;10:18:17;0;22983;8
726;10:18:27;0;22983;8
727;10:18:37;0;22983;8
728;10:18:47;0;22983;8
729;10:18:57;0;22983;8
730;10:19:07;0;22983;8
731;10:19:17;0;22983;8
732;10:19:27;0;22983;8
733;10:19:37;0;22983;8
734;10:19:47;0;22983;8
735;10:19:57;0;22983;8
736;10:20:07;0;22983;8
737;10:20:17;0;22983;8
738;10:20:27;0;22983;8
739;10:20:37;0;22983;8
740;10:20:47;0;22983;8
741;10:20:57;0;22983;8
742;10:21:07;0;22983;8
743;10:21:17;0;22983;8
744;10:21:27;0;22983;8
745;10:21:37;0;22983;8
746;10:21:47;0;22983;8
747;10:21:57;0;22983;8
748;10:22:07;0;22983;8
749;10:22:17;0;22983;8
750;10:22:27;0;22983;8
751;10:22:37;0;22983;8
752;10:22:47;0;22983;8
753;10:22:57;0;22983;8
754;10:23:07;0;22983;8
755;10:23:17;0;22983;8
756;10:23:27;0;22983;7
757;10:23:37;0;22983;7
758;10:23:47;0;22983;7
759;10:23:57;0;22983;7
760;10:24:07;0;22983;7
761;10:24:17;0;22983;7
762;10:24:27;0;22983;7
763;10:24:37;0;22983;7
764;10:24:47;0;22983;7
765;10:24:57;0;22983;7
766;10:25:07;0;22983;7
767;10:25:17;0;22983;7
768;10:25:27;0;22983;7
769;10:25:37;0;22983;7
770;10:25:47;0;22983;7
771;10:25:57;0;22983;7
772;10:26:07;0;22983;7
773;10:26:17;0;22983;7
774;10:26:27;0;22983;7
775;10:26:37;0;22983;7
776;10:26:47;0;22983;7
777;10:26:57;0;22983;7
778;10:27:07;0;22983;7
779;10:27:17;0;22983;7
780;10:27:27;0;22983;7
781;10:27:37;0;22983;7
782;10:27:47;0;22983;7
783;10:27:57;0;22983;7
784;10:28:07;0;22983;7
785;10:28:17;0;22983;7
786;10:28:27;0;22983;7
787;10:28:37;0;22983;7
788;10:28:47;0;22983;7
789;10:28:57;0;22983;7
790;10:29:07;0;22983;7
791;10:29:17;0;22983;7
792;10:29:27;0;22983;7
793;10:29:37;0;22983;7
794;10:29:47;0;22983;7
795;10:29:57;0;22983;7
796;10:30:07;0;22983;7
797;10:30:17;0;22983;7
798;10:30:27;0;22983;7
799;10:30:37;0;22983;7
800;10:30:47;0;22983;7
801;10:30:57;0;22983;7
802;10:31:07;0;22983;7
803;10:31:17;0;22983;7
804;10:31:27;0;22983;7
805;10:31:37;0;22983;7
806;10:31:47;0;22983;7
807;10:31:57;0;22983;7
808;10:32:07;0;22983;7
809;10:32:17;0;22983;7
810;10:32:27;0;22983;7
811;10:32:37;0;22983;7
812;10:32:47;0;22983;7
813;10:32:57;0;22983;7
814;10:33:07;0;22983;7
815;10:33:17;0;22983;7
816;10:33:27;0;22983;7
817;10:33:37;0;22983;7
818;10:33:47;0;22983;7
819;10:33:57;0;22983;7
820;10:34:07;0;22983;7
821;10:34:17;0;22983;7
822;10:34:27;0;22983;7
823;10:34:37;0;22983;7
824;10:34:47;0;22983;7
825;10:34:57;0;22983;7
826;10:35:07;0;22983;7
827;10:35:17;0;22983;7
828;10:35:27;0;22983;7
829;10:35:37;0;22983;7
830;10:35:47;0;22983;7
831;10:35:57;0;22983;7
832;10:36:07;0;22983;7
833;10:36:17;0;22983;7
834;10:36:27;0;22983;7
835;10:36:37;0;22983;7
836;10:36:47;0;22983;7
837;10:36:57;0;22983;7
838;10:37:07;0;22983;7
839;10:37:17;0;22983;7
840;10:37:27;0;22983;7
841;10:37:37;0;22983;7
842;10:37:47;0;22983;7
843;10:37:57;0;22983;7
844;10:38:07;0;22983;7
845;10:38:17;0;22983;7
846;10:38:27;0;22983;7
847;10:38:37;0;22983;7
848;10:38:47;0;22983;7
849;10:38:57;0;22983;7
850;10:39:07;0;22983;7
851;10:39:17;0;22983;7
852;10:39:27;0;22983;7
853;10:39:37;0;22983;7
854;10:39:47;0;22983;7
855;10:39:57;0;22983;7
856;10:40:07;0;22983;7
857;10:40:17;0;22983;7
858;10:40:27;0;22983;7
859;10:40:37;0;22983;7
860;10:40:47;0;22983;7
861;10:40:57;0;22983;7
862;10:41:07;0;22983;7
863;10:41:17;0;22983;7
864;10:41:27;0;22983;7
865;10:41:37;0;22983;7
866;10:41:47;0;22983;7
867;10:41:57;0;22983;7
868;10:42:07;0;22983;7
869;10:42:17;0;22983;7
870;10:42:27;0;22983;7
871;10:42:37;0;22983;7
872;10:42:47;0;22983;7
873;10:42:57;0;22983;7
874;10:43:07;0;22983;7
875;10:43:17;0;22983;7
876;10:43:27;0;22983;7
877;10:43:37;0;22983;7
878;10:43:47;0;22983;7
879;10:43:57;0;22983;7
880;10:44:07;0;22983;7
881;10:44:17;0;22983;7
882;10:44:27;0;22983;7
883;10:44:37;0;22983;7
884;10:44:47;0;22983;7
885;10:44:57;0;22983;7
886;10:45:07;0;22983;7
887;10:45:17;0;22983;7
888;10:45:27;0;22983;7
889;10:45:37;0;22983;7
890;10:45:47;0;22983;7
891;10:45:57;0;22983;7
892;10:46:07;0;22983;7
893;10:46:17;0;22983;7
894;10:46:27;0;22983;7
895;10:46:37;0;22983;7
896;10:46:47;0;22983;7
897;10:46:57;0;22983;7
898;10:47:07;0;22983;7
899;10:47:17;0;22983;7
900;10:47:27;0;22983;7
901;10:47:37;0;22983;7
902;10:47:47;0;22983;7
903;10:47:57;0;22983;7
904;10:48:07;0;22983;7
905;10:48:17;0;22983;7
906;10:48:27;0;22983;7
907;10:48:37;0;22983;7
908;10:48:47;0;22983;7
909;10:48:57;0;22983;7
910;10:49:07;0;22983;7
911;10:49:17;0;22983;7
912;10:49:27;0;22983;7
913;10:49:37;0;22983;7
914;10:49:47;0;22983;7
915;10:49:57;0;22983;7
916;10:50:07;0;22983;7
917;10:50:17;0;22983;7
918;10:50:27;0;22983;7
919;10:50:37;0;22983;7
920;10:50:47;0;22983;7
921;10:50:57;0;22983;7
922;10:51:07;0;22983;7
923;10:51:17;0;22983;7
924;10:51:27;0;22983;7
925;10:51:37;0;22983;7
926;10:51:47;0;22983;7
927;10:51:57;0;22983;7
928;10:52:07;0;22983;7
929;10:52:17;0;22983;7
930;10:52:27;0;22983;7
931;10:52:37;0;22983;7
932;10:52:47;0;22983;7
933;10:52:57;0;22983;7
934;10:53:07;0;22983;7
935;10:53:17;0;22983;7
936;10:53:27;0;22983;7
937;10:53:37;0;22983;7
938;10:53:47;0;22983;7
939;10:53:57;0;22983;7
940;10:54:07;0;22983;7
941;10:54:17;0;22983;7
942;10:54:27;0;22983;7
943;10:54:37;0;22983;7
944;10:54:47;0;22983;7
945;10:54:57;0;22983;7
946;10:55:07;0;22983;7
947;10:55:17;0;22983;7
948;10:55:27;0;22983;7
949;10:55:37;0;22983;7
950;10:55:47;0;22983;7
951;10:55:57;0;22983;7
952;10:56:07;0;22983;7
953;10:56:17;0;22983;7
954;10:56:27;0;22983;7
955;10:56:37;0;22983;7
956;10:56:47;0;22983;7
957;10:56:57;0;22983;7
958;10:57:07;0;22983;7
959;10:57:17;0;22983;7
960;10:57:27;0;22983;7
961;10:57:37;0;22983;7
962;10:57:47;0;22983;7
